IDENTIFICACION,NUMERO_REGISTRO_MEDICO,ESPECIALIDAD
851180,901180,Optometra
851181,901181,Odontologo
851182,901182,Ginecologo
851183,901183,General
851184,901184,Optometra
851185,901185,Cardiologo
851186,901186,Optometra
851187,901187,Odontologo
851188,901188,Pediatra
851189,901189,Ginecologo
851190,901190,General
851191,901191,Dermatologo
851192,901192,Cardiologo
851193,901193,Traumatologo
851194,901194,Optometra
851195,901195,Cardiologo
851196,901196,Ginecologo
851197,901197,Pediatra
851198,901198,Interno
851199,901199,Interno
851200,901200,Odontologo
851201,901201,Odontologo
851202,901202,Interno
851203,901203,Traumatologo
851204,901204,Cardiologo
851205,901205,Odontologo
851206,901206,Dermatologo
851207,901207,Neurologo
851208,901208,Optometra
851209,901209,Pediatra
851210,901210,Ginecologo
851211,901211,Ginecologo
851212,901212,Pediatra
851213,901213,Traumatologo
851214,901214,Cardiologo
851215,901215,Cardiologo
851216,901216,Ortopedista
851217,901217,Cardiologo
851218,901218,Dermatologo
851219,901219,Pediatra
851220,901220,Pediatra
851221,901221,Ortopedista
851222,901222,Optometra
851223,901223,Cardiologo
851224,901224,Ginecologo
851225,901225,Traumatologo
851226,901226,Neurologo
851227,901227,Pediatra
851228,901228,Traumatologo
851229,901229,Neurologo
851230,901230,Odontologo
851231,901231,Ortopedista
851232,901232,Ortopedista
851233,901233,Traumatologo
851234,901234,Pediatra
851235,901235,Pediatra
851236,901236,Traumatologo
851237,901237,Neurologo
851238,901238,Cardiologo
851239,901239,Dermatologo
851240,901240,Cardiologo
851241,901241,Pediatra
851242,901242,Dermatologo
851243,901243,Optometra
851244,901244,Ortopedista
851245,901245,Optometra
851246,901246,Pediatra
851247,901247,Optometra
851248,901248,Cardiologo
851249,901249,Interno
851250,901250,Pediatra
851251,901251,Optometra
851252,901252,Odontologo
851253,901253,Neurologo
851254,901254,Neurologo
851255,901255,Interno
851256,901256,General
851257,901257,Interno
851258,901258,Interno
851259,901259,Dermatologo
851260,901260,Odontologo
851261,901261,Ginecologo
851262,901262,Ortopedista
851263,901263,Traumatologo
851264,901264,General
851265,901265,Neurologo
851266,901266,Neurologo
851267,901267,Neurologo
851268,901268,Pediatra
851269,901269,Ginecologo
851270,901270,General
851271,901271,Dermatologo
851272,901272,Traumatologo
851273,901273,Ginecologo
851274,901274,Odontologo
851275,901275,Interno
851276,901276,Dermatologo
851277,901277,Ortopedista
851278,901278,Optometra
851279,901279,Ginecologo
851280,901280,Neurologo
851281,901281,Pediatra
851282,901282,Pediatra
851283,901283,Neurologo
851284,901284,Cardiologo
851285,901285,Odontologo
851286,901286,Traumatologo
851287,901287,Odontologo
851288,901288,Pediatra
851289,901289,Cardiologo
851290,901290,Odontologo
851291,901291,Neurologo
851292,901292,Cardiologo
851293,901293,Dermatologo
851294,901294,Pediatra
851295,901295,Optometra
851296,901296,Neurologo
851297,901297,Pediatra
851298,901298,Neurologo
851299,901299,Pediatra
851300,901300,General
851301,901301,Cardiologo
851302,901302,Dermatologo
851303,901303,Odontologo
851304,901304,Pediatra
851305,901305,Cardiologo
851306,901306,Neurologo
851307,901307,Cardiologo
851308,901308,Ginecologo
851309,901309,Ginecologo
851310,901310,Cardiologo
851311,901311,Cardiologo
851312,901312,Neurologo
851313,901313,Optometra
851314,901314,Interno
851315,901315,Traumatologo
851316,901316,Ginecologo
851317,901317,Interno
851318,901318,Ginecologo
851319,901319,Cardiologo
851320,901320,General
851321,901321,Ginecologo
851322,901322,Ortopedista
851323,901323,Ginecologo
851324,901324,General
851325,901325,Neurologo
851326,901326,Neurologo
851327,901327,Optometra
851328,901328,Optometra
851329,901329,Pediatra
851330,901330,Cardiologo
851331,901331,Traumatologo
851332,901332,Neurologo
851333,901333,Ortopedista
851334,901334,Dermatologo
851335,901335,Pediatra
851336,901336,Traumatologo
851337,901337,Pediatra
851338,901338,Ortopedista
851339,901339,Pediatra
851340,901340,Dermatologo
851341,901341,Optometra
851342,901342,Cardiologo
851343,901343,General
851344,901344,Neurologo
851345,901345,Odontologo
851346,901346,Neurologo
851347,901347,Neurologo
851348,901348,Interno
851349,901349,Neurologo
851350,901350,Odontologo
851351,901351,Optometra
851352,901352,Optometra
851353,901353,Cardiologo
851354,901354,General
851355,901355,Interno
851356,901356,General
851357,901357,Ginecologo
851358,901358,Pediatra
851359,901359,Ginecologo
851360,901360,Odontologo
851361,901361,Ginecologo
851362,901362,Ginecologo
851363,901363,Dermatologo
851364,901364,General
851365,901365,Optometra
851366,901366,Traumatologo
851367,901367,Odontologo
851368,901368,Dermatologo
851369,901369,Neurologo
851370,901370,Optometra
851371,901371,Odontologo
851372,901372,Optometra
851373,901373,Ortopedista
851374,901374,Interno
851375,901375,Ginecologo
851376,901376,General
851377,901377,Traumatologo
851378,901378,Traumatologo
851379,901379,Odontologo
851380,901380,Pediatra
851381,901381,Optometra
851382,901382,Dermatologo
851383,901383,Pediatra
851384,901384,Pediatra
851385,901385,General
851386,901386,Ortopedista
851387,901387,Traumatologo
851388,901388,Optometra
851389,901389,Interno
851390,901390,Odontologo
851391,901391,Optometra
851392,901392,Cardiologo
851393,901393,Optometra
851394,901394,Odontologo
851395,901395,Traumatologo
851396,901396,Dermatologo
851397,901397,General
851398,901398,Traumatologo
851399,901399,Optometra
851400,901400,Traumatologo
851401,901401,Neurologo
851402,901402,Optometra
851403,901403,Traumatologo
851404,901404,Traumatologo
851405,901405,Odontologo
851406,901406,Odontologo
851407,901407,Traumatologo
851408,901408,Dermatologo
851409,901409,Pediatra
851410,901410,Dermatologo
851411,901411,Traumatologo
851412,901412,Interno
851413,901413,Optometra
851414,901414,Dermatologo
851415,901415,Neurologo
851416,901416,General
851417,901417,Ginecologo
851418,901418,Cardiologo
851419,901419,General
851420,901420,Traumatologo
851421,901421,Neurologo
851422,901422,Traumatologo
851423,901423,Optometra
851424,901424,Odontologo
851425,901425,Odontologo
851426,901426,General
851427,901427,Neurologo
851428,901428,Pediatra
851429,901429,General
851430,901430,Cardiologo
851431,901431,Ortopedista
851432,901432,Pediatra
851433,901433,Odontologo
851434,901434,Ortopedista
851435,901435,Interno
851436,901436,Dermatologo
851437,901437,Optometra
851438,901438,Neurologo
851439,901439,Ortopedista
851440,901440,Optometra
851441,901441,Dermatologo
851442,901442,General
851443,901443,Optometra
851444,901444,Interno
851445,901445,Dermatologo
851446,901446,General
851447,901447,Neurologo
851448,901448,Optometra
851449,901449,Optometra
851450,901450,Pediatra
851451,901451,Traumatologo
851452,901452,Optometra
851453,901453,Odontologo
851454,901454,Ortopedista
851455,901455,Pediatra
851456,901456,Pediatra
851457,901457,Traumatologo
851458,901458,General
851459,901459,Neurologo
851460,901460,Neurologo
851461,901461,Neurologo
851462,901462,Odontologo
851463,901463,Interno
851464,901464,Ginecologo
851465,901465,Optometra
851466,901466,Ortopedista
851467,901467,Optometra
851468,901468,Pediatra
851469,901469,Ortopedista
851470,901470,Interno
851471,901471,Neurologo
851472,901472,Dermatologo
851473,901473,Odontologo
851474,901474,Dermatologo
851475,901475,Ortopedista
851476,901476,Traumatologo
851477,901477,Dermatologo
851478,901478,Ginecologo
851479,901479,Ginecologo
851480,901480,Interno
851481,901481,Dermatologo
851482,901482,Neurologo
851483,901483,Dermatologo
851484,901484,General
851485,901485,Ortopedista
851486,901486,Neurologo
851487,901487,Ginecologo
851488,901488,Pediatra
851489,901489,Traumatologo
851490,901490,General
851491,901491,Dermatologo
851492,901492,Optometra
851493,901493,General
851494,901494,Ginecologo
851495,901495,Dermatologo
851496,901496,General
851497,901497,Ortopedista
851498,901498,Interno
851499,901499,Interno
851500,901500,Dermatologo
851501,901501,Cardiologo
851502,901502,General
851503,901503,Ortopedista
851504,901504,General
851505,901505,Cardiologo
851506,901506,Traumatologo
851507,901507,Ortopedista
851508,901508,Cardiologo
851509,901509,Cardiologo
851510,901510,Ortopedista
851511,901511,Optometra
851512,901512,Dermatologo
851513,901513,Traumatologo
851514,901514,Ginecologo
851515,901515,Interno
851516,901516,Pediatra
851517,901517,Ortopedista
851518,901518,Odontologo
851519,901519,Dermatologo
851520,901520,Cardiologo
851521,901521,Interno
851522,901522,Dermatologo
851523,901523,Optometra
851524,901524,Odontologo
851525,901525,Ginecologo
851526,901526,Ortopedista
851527,901527,Pediatra
851528,901528,Neurologo
851529,901529,Ginecologo
851530,901530,Cardiologo
851531,901531,General
851532,901532,Cardiologo
851533,901533,Pediatra
851534,901534,Dermatologo
851535,901535,Dermatologo
851536,901536,Optometra
851537,901537,Cardiologo
851538,901538,Traumatologo
851539,901539,Cardiologo
851540,901540,Ortopedista
851541,901541,Ortopedista
851542,901542,Dermatologo
851543,901543,Pediatra
851544,901544,Interno
851545,901545,Dermatologo
851546,901546,Dermatologo
851547,901547,Optometra
851548,901548,Ortopedista
851549,901549,Cardiologo
851550,901550,Dermatologo
851551,901551,General
851552,901552,Ginecologo
851553,901553,Neurologo
851554,901554,Ortopedista
851555,901555,Dermatologo
851556,901556,Neurologo
851557,901557,Traumatologo
851558,901558,Optometra
851559,901559,Dermatologo
851560,901560,Pediatra
851561,901561,Neurologo
851562,901562,Optometra
851563,901563,Traumatologo
851564,901564,Interno
851565,901565,Ginecologo
851566,901566,Interno
851567,901567,Neurologo
851568,901568,Ortopedista
851569,901569,Pediatra
851570,901570,Traumatologo
851571,901571,Neurologo
851572,901572,Neurologo
851573,901573,Dermatologo
851574,901574,Dermatologo
851575,901575,General
851576,901576,Cardiologo
851577,901577,Interno
851578,901578,Interno
851579,901579,Neurologo
851580,901580,Neurologo
851581,901581,Interno
851582,901582,Traumatologo
851583,901583,Optometra
851584,901584,Pediatra
851585,901585,Pediatra
851586,901586,Optometra
851587,901587,Neurologo
851588,901588,Ginecologo
851589,901589,Dermatologo
851590,901590,Dermatologo
851591,901591,Pediatra
851592,901592,Odontologo
851593,901593,Ortopedista
851594,901594,Ginecologo
851595,901595,Traumatologo
851596,901596,Neurologo
851597,901597,Ortopedista
851598,901598,Ortopedista
851599,901599,Dermatologo
851600,901600,Ortopedista
851601,901601,Interno
851602,901602,Ginecologo
851603,901603,Dermatologo
851604,901604,Neurologo
851605,901605,Optometra
851606,901606,Odontologo
851607,901607,Odontologo
851608,901608,General
851609,901609,Dermatologo
851610,901610,Optometra
851611,901611,Cardiologo
851612,901612,Ortopedista
851613,901613,Cardiologo
851614,901614,General
851615,901615,Ortopedista
851616,901616,Interno
851617,901617,Optometra
851618,901618,Traumatologo
851619,901619,Ginecologo
851620,901620,Pediatra
851621,901621,Ortopedista
851622,901622,Pediatra
851623,901623,Pediatra
851624,901624,Ginecologo
851625,901625,Pediatra
851626,901626,Odontologo
851627,901627,Cardiologo
851628,901628,Traumatologo
851629,901629,Ginecologo
851630,901630,Traumatologo
851631,901631,Ortopedista
851632,901632,Dermatologo
851633,901633,Ginecologo
851634,901634,General
851635,901635,Optometra
851636,901636,Dermatologo
851637,901637,Ortopedista
851638,901638,Neurologo
851639,901639,Pediatra
851640,901640,General
851641,901641,Ginecologo
851642,901642,Optometra
851643,901643,Ortopedista
851644,901644,Pediatra
851645,901645,Pediatra
851646,901646,Ortopedista
851647,901647,Dermatologo
851648,901648,Traumatologo
851649,901649,Pediatra
851650,901650,General
851651,901651,Odontologo
851652,901652,Cardiologo
851653,901653,Optometra
851654,901654,Ginecologo
851655,901655,Neurologo
851656,901656,Pediatra
851657,901657,Dermatologo
851658,901658,Traumatologo
851659,901659,Optometra
851660,901660,Neurologo
851661,901661,Ortopedista
851662,901662,Odontologo
851663,901663,Ortopedista
851664,901664,Interno
851665,901665,Ginecologo
851666,901666,Ortopedista
851667,901667,Dermatologo
851668,901668,General
851669,901669,Neurologo
851670,901670,Ortopedista
851671,901671,Interno
851672,901672,Ginecologo
851673,901673,Ortopedista
851674,901674,Neurologo
851675,901675,Ortopedista
851676,901676,Ginecologo
851677,901677,General
851678,901678,Neurologo
851679,901679,Odontologo
851680,901680,General
851681,901681,Optometra
851682,901682,Dermatologo
851683,901683,Cardiologo
851684,901684,Cardiologo
851685,901685,Cardiologo
851686,901686,Neurologo
851687,901687,Optometra
851688,901688,Traumatologo
851689,901689,Dermatologo
851690,901690,Optometra
851691,901691,Odontologo
851692,901692,Dermatologo
851693,901693,Interno
851694,901694,Ginecologo
851695,901695,Odontologo
851696,901696,General
851697,901697,Ginecologo
851698,901698,Pediatra
851699,901699,General
851700,901700,Interno
851701,901701,Ortopedista
851702,901702,Neurologo
851703,901703,Optometra
851704,901704,Odontologo
851705,901705,Dermatologo
851706,901706,Interno
851707,901707,General
851708,901708,Pediatra
851709,901709,Ortopedista
851710,901710,Optometra
851711,901711,General
851712,901712,Traumatologo
851713,901713,Cardiologo
851714,901714,Ginecologo
851715,901715,Cardiologo
851716,901716,Dermatologo
851717,901717,Pediatra
851718,901718,Odontologo
851719,901719,General
851720,901720,Traumatologo
851721,901721,Cardiologo
851722,901722,Optometra
851723,901723,Cardiologo
851724,901724,Neurologo
851725,901725,Interno
851726,901726,General
851727,901727,Traumatologo
851728,901728,Cardiologo
851729,901729,Pediatra
851730,901730,Pediatra
851731,901731,Optometra
851732,901732,General
851733,901733,Pediatra
851734,901734,General
851735,901735,Pediatra
851736,901736,Optometra
851737,901737,General
851738,901738,Interno
851739,901739,Interno
851740,901740,Dermatologo
851741,901741,General
851742,901742,Odontologo
851743,901743,Odontologo
851744,901744,Optometra
851745,901745,Optometra
851746,901746,Odontologo
851747,901747,Interno
851748,901748,Neurologo
851749,901749,Odontologo
851750,901750,Dermatologo
851751,901751,Optometra
851752,901752,Traumatologo
851753,901753,Optometra
851754,901754,Ortopedista
851755,901755,Dermatologo
851756,901756,Cardiologo
851757,901757,Dermatologo
851758,901758,Interno
851759,901759,Cardiologo
851760,901760,Ortopedista
851761,901761,Traumatologo
851762,901762,Ortopedista
851763,901763,Pediatra
851764,901764,General
851765,901765,Cardiologo
851766,901766,Ginecologo
851767,901767,Neurologo
851768,901768,Traumatologo
851769,901769,Interno
851770,901770,Ortopedista
851771,901771,Ginecologo
851772,901772,Pediatra
851773,901773,Traumatologo
851774,901774,Ortopedista
851775,901775,Optometra
851776,901776,Traumatologo
851777,901777,Ginecologo
851778,901778,Dermatologo
851779,901779,Traumatologo
851780,901780,Ortopedista
851781,901781,Pediatra
851782,901782,Traumatologo
851783,901783,Ortopedista
851784,901784,Optometra
851785,901785,Ortopedista
851786,901786,Dermatologo
851787,901787,Optometra
851788,901788,Pediatra
851789,901789,General
851790,901790,Pediatra
851791,901791,Neurologo
851792,901792,Ginecologo
851793,901793,Dermatologo
851794,901794,Cardiologo
851795,901795,Ginecologo
851796,901796,General
851797,901797,Optometra
851798,901798,Ginecologo
851799,901799,Optometra
851800,901800,Traumatologo
851801,901801,General
851802,901802,Optometra
851803,901803,Neurologo
851804,901804,Interno
851805,901805,Interno
851806,901806,Pediatra
851807,901807,General
851808,901808,Optometra
851809,901809,Optometra
851810,901810,Ginecologo
851811,901811,Neurologo
851812,901812,Ortopedista
851813,901813,Traumatologo
851814,901814,Odontologo
851815,901815,Ortopedista
851816,901816,General
851817,901817,Neurologo
851818,901818,Cardiologo
851819,901819,Neurologo
851820,901820,Ortopedista
851821,901821,Optometra
851822,901822,Interno
851823,901823,Dermatologo
851824,901824,Ginecologo
851825,901825,Pediatra
851826,901826,Odontologo
851827,901827,Cardiologo
851828,901828,Neurologo
851829,901829,Ortopedista
851830,901830,Cardiologo
851831,901831,Traumatologo
851832,901832,Ortopedista
851833,901833,Traumatologo
851834,901834,Ortopedista
851835,901835,General
851836,901836,Ginecologo
851837,901837,Neurologo
851838,901838,Dermatologo
851839,901839,Cardiologo
